"","areaType","areaName","areaCode","date","age","VaccineRegisterPopulationByVaccinationDate","cumPeopleVaccinatedCompleteByVaccinationDate","newPeopleVaccinatedCompleteByVaccinationDate","cumPeopleVaccinatedFirstDoseByVaccinationDate","newPeopleVaccinatedFirstDoseByVaccinationDate","cumPeopleVaccinatedSecondDoseByVaccinationDate","newPeopleVaccinatedSecondDoseByVaccinationDate","cumVaccinationFirstDoseUptakeByVaccinationDatePercentage","cumVaccinationCompleteCoverageByVaccinationDatePercentage","cumVaccinationSecondDoseUptakeByVaccinationDatePercentage"
"3168","nation","England","E92000001","2021-02-01","30_34",4772251,10096,116,283663,5883,10096,116,5.9,0.2,0.2
"3169","nation","England","E92000001","2021-02-01","35_39",4525196,10954,126,290568,6297,10954,126,6.4,0.2,0.2
"3170","nation","England","E92000001","2021-02-01","40_44",4135655,13108,134,314321,7081,13108,134,7.6,0.3,0.3
"3171","nation","England","E92000001","2021-02-01","45_49",4007808,15589,128,358877,8342,15589,128,9,0.4,0.4
"3172","nation","England","E92000001","2021-02-01","50_54",4231060,17893,183,425151,10183,17893,183,10,0.4,0.4
"3173","nation","England","E92000001","2021-02-01","55_59",4079586,18675,173,440886,11341,18675,173,10.8,0.5,0.5
"3174","nation","England","E92000001","2021-02-01","60_64",3451083,13713,121,355926,13019,13713,121,10.3,0.4,0.4
"3175","nation","England","E92000001","2021-02-01","65_69",2888878,6021,52,292511,23720,6021,52,10.1,0.2,0.2
"3176","nation","England","E92000001","2021-02-01","70_74",2867074,4220,43,1081779,93203,4220,43,37.7,0.1,0.1
"3177","nation","England","E92000001","2021-02-01","75_79",2070353,7571,33,1657846,57989,7571,33,80.1,0.4,0.4
"3178","nation","England","E92000001","2021-02-01","80_84",1427834,175730,35,1277213,6379,175730,35,89.5,12.3,12.3
"3179","nation","England","E92000001","2021-02-01","85_89",858022,107742,24,756375,3850,107742,24,88.2,12.6,12.6
"3180","nation","England","E92000001","2021-02-01","90+",474485,48169,11,393728,3124,48169,11,83,10.2,10.2
"3181","nation","England","E92000001","2021-01-31","18_24",5273255,4493,77,202544,5092,4493,77,3.8,0.1,0.1
"3182","nation","England","E92000001","2021-01-31","25_29",4474620,7594,99,245837,5071,7594,99,5.5,0.2,0.2
"3183","nation","England","E92000001","2021-01-31","30_34",4772251,9980,150,277780,5710,9980,150,5.8,0.2,0.2
"3184","nation","England","E92000001","2021-01-31","35_39",4525196,10828,173,284271,6384,10828,173,6.3,0.2,0.2
"3185","nation","England","E92000001","2021-01-31","40_44",4135655,12974,232,307240,7109,12974,232,7.4,0.3,0.3
"3186","nation","England","E92000001","2021-01-31","45_49",4007808,15461,265,350535,8387,15461,265,8.7,0.4,0.4
"3187","nation","England","E92000001","2021-01-31","50_54",4231060,17710,287,414968,10512,17710,287,9.8,0.4,0.4
"3188","nation","England","E92000001","2021-01-31","55_59",4079586,18502,319,429545,11661,18502,319,10.5,0.5,0.5
"3189","nation","England","E92000001","2021-01-31","60_64",3451083,13592,213,342907,13010,13592,213,9.9,0.4,0.4
"3190","nation","England","E92000001","2021-01-31","65_69",2888878,5969,112,268791,23502,5969,112,9.3,0.2,0.2
"3191","nation","England","E92000001","2021-01-31","70_74",2867074,4177,107,988576,102112,4177,107,34.5,0.1,0.1
"3192","nation","England","E92000001","2021-01-31","75_79",2070353,7538,90,1599857,68784,7538,90,77.3,0.4,0.4
"3193","nation","England","E92000001","2021-01-31","80_84",1427834,175695,125,1270834,6105,175695,125,89,12.3,12.3
"3194","nation","England","E92000001","2021-01-31","85_89",858022,107718,76,752525,2739,107718,76,87.7,12.6,12.6
"3195","nation","England","E92000001","2021-01-31","90+",474485,48158,39,390604,1570,48158,39,82.3,10.1,10.1
"3196","nation","England","E92000001","2021-01-30","18_24",5273255,4416,78,197452,7506,4416,78,3.7,0.1,0.1
"3197","nation","England","E92000001","2021-01-30","25_29",4474620,7495,101,240766,7468,7495,101,5.4,0.2,0.2
"3198","nation","England","E92000001","2021-01-30","30_34",4772251,9830,172,272070,8324,9830,172,5.7,0.2,0.2
"3199","nation","England","E92000001","2021-01-30","35_39",4525196,10655,196,277887,9061,10655,196,6.1,0.2,0.2
"3200","nation","England","E92000001","2021-01-30","40_44",4135655,12742,235,300131,10078,12742,235,7.3,0.3,0.3
"3201","nation","England","E92000001","2021-01-30","45_49",4007808,15196,273,342148,11821,15196,273,8.5,0.4,0.4
"3202","nation","England","E92000001","2021-01-30","50_54",4231060,17423,283,404456,15237,17423,283,9.6,0.4,0.4
"3203","nation","England","E92000001","2021-01-30","55_59",4079586,18183,315,417884,17252,18183,315,10.2,0.4,0.4
"3204","nation","England","E92000001","2021-01-30","60_64",3451083,13379,234,329897,17485,13379,234,9.6,0.4,0.4
"3205","nation","England","E92000001","2021-01-30","65_69",2888878,5857,108,245289,28263,5857,108,8.5,0.2,0.2
"3206","nation","England","E92000001","2021-01-30","70_74",2867074,4070,83,886464,158699,4070,83,30.9,0.1,0.1
"3207","nation","England","E92000001","2021-01-30","75_79",2070353,7448,94,1531073,140609,7448,94,74,0.4,0.4
"3208","nation","England","E92000001","2021-01-30","80_84",1427834,175570,50,1264729,15660,175570,50,88.6,12.3,12.3
"3209","nation","England","E92000001","2021-01-30","85_89",858022,107642,41,749786,7579,107642,41,87.4,12.5,12.5
"3210","nation","England","E92000001","2021-01-30","90+",474485,48119,19,389034,4374,48119,19,82,10.1,10.1
"3211","nation","England","E92000001","2021-01-29","18_24",5273255,4338,71,189946,8505,4338,71,3.6,0.1,0.1
"3212","nation","England","E92000001","2021-01-29","25_29",4474620,7394,117,233298,8991,7394,117,5.2,0.2,0.2
"3213","nation","England","E92000001","2021-01-29","30_34",4772251,9658,147,263746,10369,9658,147,5.5,0.2,0.2
"3214","nation","England","E92000001","2021-01-29","35_39",4525196,10459,176,268826,10800,10459,176,5.9,0.2,0.2
"3215","nation","England","E92000001","2021-01-29","40_44",4135655,12507,195,290053,11353,12507,195,7,0.3,0.3
"3216","nation","England","E92000001","2021-01-29","45_49",4007808,14923,248,330327,13778,14923,248,8.2,0.4,0.4
"3217","nation","England","E92000001","2021-01-29","50_54",4231060,17140,281,389219,16969,17140,281,9.2,0.4,0.4
"3218","nation","England","E92000001","2021-01-29","55_59",4079586,17868,297,400632,18916,17868,297,9.8,0.4,0.4
"3219","nation","England","E92000001","2021-01-29","60_64",3451083,13145,251,312412,18323,13145,251,9.1,0.4,0.4
"3220","nation","England","E92000001","2021-01-29","65_69",2888878,5749,119,217026,25281,5749,119,7.5,0.2,0.2
"3221","nation","England","E92000001","2021-01-29","70_74",2867074,3987,93,727765,127739,3987,93,25.4,0.1,0.1
"3222","nation","England","E92000001","2021-01-29","75_79",2070353,7354,65,1390464,165388,7354,65,67.2,0.4,0.4
"3223","nation","England","E92000001","2021-01-29","80_84",1427834,175520,84,1249069,19728,175520,84,87.5,12.3,12.3
"3224","nation","England","E92000001","2021-01-29","85_89",858022,107601,52,742207,10435,107601,52,86.5,12.5,12.5
"3225","nation","England","E92000001","2021-01-29","90+",474485,48100,33,384660,6896,48100,33,81.1,10.1,10.1
"3226","nation","England","E92000001","2021-01-28","18_24",5273255,4267,23,181441,7986,4267,23,3.4,0.1,0.1
"3227","nation","England","E92000001","2021-01-28","25_29",4474620,7277,47,224307,8087,7277,47,5,0.2,0.2
"3228","nation","England","E92000001","2021-01-28","30_34",4772251,9511,84,253377,8938,9511,84,5.3,0.2,0.2
"3229","nation","England","E92000001","2021-01-28","35_39",4525196,10283,91,258026,9401,10283,91,5.7,0.2,0.2
"3230","nation","England","E92000001","2021-01-28","40_44",4135655,12312,112,278700,10014,12312,112,6.7,0.3,0.3
"3231","nation","England","E92000001","2021-01-28","45_49",4007808,14675,143,316549,11910,14675,143,7.9,0.4,0.4
"3232","nation","England","E92000001","2021-01-28","50_54",4231060,16859,151,372250,14651,16859,151,8.8,0.4,0.4
"3233","nation","England","E92000001","2021-01-28","55_59",4079586,17571,133,381716,15901,17571,133,9.4,0.4,0.4
"3234","nation","England","E92000001","2021-01-28","60_64",3451083,12894,101,294089,14924,12894,101,8.5,0.4,0.4
"3235","nation","England","E92000001","2021-01-28","65_69",2888878,5630,52,191745,18098,5630,52,6.6,0.2,0.2
"3236","nation","England","E92000001","2021-01-28","70_74",2867074,3894,36,600026,79362,3894,36,20.9,0.1,0.1
"3237","nation","England","E92000001","2021-01-28","75_79",2070353,7289,22,1225076,97899,7289,22,59.2,0.4,0.4
"3238","nation","England","E92000001","2021-01-28","80_84",1427834,175436,63,1229341,19610,175436,63,86.1,12.3,12.3
"3239","nation","England","E92000001","2021-01-28","85_89",858022,107549,33,731772,10684,107549,33,85.3,12.5,12.5
"3240","nation","England","E92000001","2021-01-28","90+",474485,48067,14,377764,7119,48067,14,79.6,10.1,10.1
"3241","nation","England","E92000001","2021-01-27","18_24",5273255,4244,19,173455,7780,4244,19,3.3,0.1,0.1
"3242","nation","England","E92000001","2021-01-27","25_29",4474620,7230,29,216220,7897,7230,29,4.8,0.2,0.2
"3243","nation","England","E92000001","2021-01-27","30_34",4772251,9427,41,244439,8588,9427,41,5.1,0.2,0.2
"3244","nation","England","E92000001","2021-01-27","35_39",4525196,10192,37,248625,9008,10192,37,5.5,0.2,0.2
"3245","nation","England","E92000001","2021-01-27","40_44",4135655,12200,55,268686,9530,12200,55,6.5,0.3,0.3
"3246","nation","England","E92000001","2021-01-27","45_49",4007808,14532,70,304639,10912,14532,70,7.6,0.4,0.4
"3247","nation","England","E92000001","2021-01-27","50_54",4231060,16708,79,357599,13298,16708,79,8.5,0.4,0.4
"3248","nation","England","E92000001","2021-01-27","55_59",4079586,17438,66,365815,14110,17438,66,9,0.4,0.4
"3249","nation","England","E92000001","2021-01-27","60_64",3451083,12793,40,279165,12125,12793,40,8.1,0.4,0.4
"3250","nation","England","E92000001","2021-01-27","65_69",2888878,5578,27,173647,11989,5578,27,6,0.2,0.2
"3251","nation","England","E92000001","2021-01-27","70_74",2867074,3858,18,520664,49232,3858,18,18.2,0.1,0.1
"3252","nation","England","E92000001","2021-01-27","75_79",2070353,7267,9,1127177,51524,7267,9,54.4,0.4,0.4
"3253","nation","England","E92000001","2021-01-27","80_84",1427834,175373,33,1209731,14035,175373,33,84.7,12.3,12.3
"3254","nation","England","E92000001","2021-01-27","85_89",858022,107516,18,721088,8305,107516,18,84,12.5,12.5
"3255","nation","England","E92000001","2021-01-27","90+",474485,48053,17,370645,5950,48053,17,78.1,10.1,10.1
"3256","nation","England","E92000001","2021-01-26","18_24",5273255,4225,13,165675,7214,4225,13,3.1,0.1,0.1
"3257","nation","England","E92000001","2021-01-26","25_29",4474620,7201,20,208323,7472,7201,20,4.7,0.2,0.2
"3258","nation","England","E92000001","2021-01-26","30_34",4772251,9386,28,235851,8459,9386,28,4.9,0.2,0.2
"3259","nation","England","E92000001","2021-01-26","35_39",4525196,10155,38,239617,8465,10155,38,5.3,0.2,0.2
"3260","nation","England","E92000001","2021-01-26","40_44",4135655,12145,42,259156,9251,12145,42,6.3,0.3,0.3
"3261","nation","England","E92000001","2021-01-26","45_49",4007808,14462,53,293727,10493,14462,53,7.3,0.4,0.4
"3262","nation","England","E92000001","2021-01-26","50_54",4231060,16629,48,344301,12691,16629,48,8.1,0.4,0.4
"3263","nation","England","E92000001","2021-01-26","55_59",4079586,17372,44,351705,13149,17372,44,8.6,0.4,0.4
"3264","nation","England","E92000001","2021-01-26","60_64",3451083,12753,39,267040,10907,12753,39,7.7,0.4,0.4
"3265","nation","England","E92000001","2021-01-26","65_69",2888878,5551,11,161658,9595,5551,11,5.6,0.2,0.2
"3266","nation","England","E92000001","2021-01-26","70_74",2867074,3840,10,471432,42494,3840,10,16.4,0.1,0.1
"3267","nation","England","E92000001","2021-01-26","75_79",2070353,7258,7,1075653,55476,7258,7,52,0.4,0.4
"3268","nation","England","E92000001","2021-01-26","80_84",1427834,175340,28,1195696,15097,175340,28,83.7,12.3,12.3
"3269","nation","England","E92000001","2021-01-26","85_89",858022,107498,16,712783,8913,107498,16,83.1,12.5,12.5
"3270","nation","England","E92000001","2021-01-26","90+",474485,48036,5,364695,6192,48036,5,76.9,10.1,10.1
"3271","nation","England","E92000001","2021-01-25","18_24",5273255,4212,15,158461,6221,4212,15,3,0.1,0.1
"3272","nation","England","E92000001","2021-01-25","25_29",4474620,7181,45,200851,6746,7181,45,4.5,0.2,0.2
"3273","nation","England","E92000001","2021-01-25","30_34",4772251,9358,42,227392,7352,9358,42,4.8,0.2,0.2
"3274","nation","England","E92000001","2021-01-25","35_39",4525196,10117,42,231152,7312,10117,42,5.1,0.2,0.2
"3275","nation","England","E92000001","2021-01-25","40_44",4135655,12103,48,249905,7831,12103,48,6,0.3,0.3
"3276","nation","England","E92000001","2021-01-25","45_49",4007808,14409,56,283234,9120,14409,56,7.1,0.4,0.4
"3277","nation","England","E92000001","2021-01-25","50_54",4231060,16581,58,331610,10619,16581,58,7.8,0.4,0.4
"3278","nation","England","E92000001","2021-01-25","55_59",4079586,17328,53,338556,11253,17328,53,8.3,0.4,0.4
"3279","nation","England","E92000001","2021-01-25","60_64",3451083,12714,35,256133,8787,12714,35,7.4,0.4,0.4
"3280","nation","England","E92000001","2021-01-25","65_69",2888878,5540,13,152063,7301,5540,13,5.3,0.2,0.2
"3281","nation","England","E92000001","2021-01-25","70_74",2867074,3830,7,428938,30464,3830,7,15,0.1,0.1
"3282","nation","England","E92000001","2021-01-25","75_79",2070353,7251,4,1020177,48551,7251,4,49.3,0.4,0.4
"3283","nation","England","E92000001","2021-01-25","80_84",1427834,175312,30,1180599,14112,175312,30,82.7,12.3,12.3
"3284","nation","England","E92000001","2021-01-25","85_89",858022,107482,21,703870,8045,107482,21,82,12.5,12.5
"3285","nation","England","E92000001","2021-01-25","90+",474485,48031,8,358503,5279,48031,8,75.6,10.1,10.1
"3286","nation","England","E92000001","2021-01-24","18_24",5273255,4197,10,152240,4967,4197,10,2.9,0.1,0.1
"3287","nation","England","E92000001","2021-01-24","25_29",4474620,7136,25,194105,5039,7136,25,4.3,0.2,0.2
"3288","nation","England","E92000001","2021-01-24","30_34",4772251,9316,43,220040,5778,9316,43,4.6,0.2,0.2
"3289","nation","England","E92000001","2021-01-24","35_39",4525196,10075,42,223840,5913,10075,42,4.9,0.2,0.2
"3290","nation","England","E92000001","2021-01-24","40_44",4135655,12055,52,242074,6462,12055,52,5.9,0.3,0.3
"3291","nation","England","E92000001","2021-01-24","45_49",4007808,14353,54,274114,7091,14353,54,6.8,0.4,0.4
"3292","nation","England","E92000001","2021-01-24","50_54",4231060,16523,71,320991,8978,16523,71,7.6,0.4,0.4
"3293","nation","England","E92000001","2021-01-24","55_59",4079586,17275,73,327303,9604,17275,73,8,0.4,0.4
"3294","nation","England","E92000001","2021-01-24","60_64",3451083,12679,51,247346,8217,12679,51,7.2,0.4,0.4
"3295","nation","England","E92000001","2021-01-24","65_69",2888878,5527,15,144762,7904,5527,15,5,0.2,0.2
"3296","nation","England","E92000001","2021-01-24","70_74",2867074,3823,7,398474,37898,3823,7,13.9,0.1,0.1
"3297","nation","England","E92000001","2021-01-24","75_79",2070353,7247,3,971626,54528,7247,3,46.9,0.4,0.4
"3298","nation","England","E92000001","2021-01-24","80_84",1427834,175282,16,1166487,14859,175282,16,81.7,12.3,12.3
"3299","nation","England","E92000001","2021-01-24","85_89",858022,107461,15,695825,7593,107461,15,81.1,12.5,12.5
"3300","nation","England","E92000001","2021-01-24","90+",474485,48023,2,353224,3908,48023,2,74.4,10.1,10.1
"3301","nation","England","E92000001","2021-01-23","18_24",5273255,4187,8,147273,8862,4187,8,2.8,0.1,0.1
"3302","nation","England","E92000001","2021-01-23","25_29",4474620,7111,27,189066,9048,7111,27,4.2,0.2,0.2
"3303","nation","England","E92000001","2021-01-23","30_34",4772251,9273,45,214262,10249,9273,45,4.5,0.2,0.2
"3304","nation","England","E92000001","2021-01-23","35_39",4525196,10033,49,217927,10774,10033,49,4.8,0.2,0.2
"3305","nation","England","E92000001","2021-01-23","40_44",4135655,12003,71,235612,11310,12003,71,5.7,0.3,0.3
"3306","nation","England","E92000001","2021-01-23","45_49",4007808,14299,65,267023,13048,14299,65,6.7,0.4,0.4
"3307","nation","England","E92000001","2021-01-23","50_54",4231060,16452,87,312013,15825,16452,87,7.4,0.4,0.4
"3308","nation","England","E92000001","2021-01-23","55_59",4079586,17202,75,317699,16946,17202,75,7.8,0.4,0.4
"3309","nation","England","E92000001","2021-01-23","60_64",3451083,12628,38,239129,14880,12628,38,6.9,0.4,0.4
"3310","nation","England","E92000001","2021-01-23","65_69",2888878,5512,18,136858,15015,5512,18,4.7,0.2,0.2
"3311","nation","England","E92000001","2021-01-23","70_74",2867074,3816,8,360576,86469,3816,8,12.6,0.1,0.1
"3312","nation","England","E92000001","2021-01-23","75_79",2070353,7244,9,917098,159012,7244,9,44.3,0.3,0.3
"3313","nation","England","E92000001","2021-01-23","80_84",1427834,175266,33,1151628,50603,175266,33,80.7,12.3,12.3
"3314","nation","England","E92000001","2021-01-23","85_89",858022,107446,18,688232,24779,107446,18,80.2,12.5,12.5
"3315","nation","England","E92000001","2021-01-23","90+",474485,48021,2,349316,12426,48021,2,73.6,10.1,10.1
"3316","nation","England","E92000001","2021-01-22","18_24",5273255,4179,21,138411,10684,4179,21,2.6,0.1,0.1
"3317","nation","England","E92000001","2021-01-22","25_29",4474620,7084,28,180018,11061,7084,28,4,0.2,0.2
"3318","nation","England","E92000001","2021-01-22","30_34",4772251,9228,44,204013,12100,9228,44,4.3,0.2,0.2
"3319","nation","England","E92000001","2021-01-22","35_39",4525196,9984,50,207153,12381,9984,50,4.6,0.2,0.2
"3320","nation","England","E92000001","2021-01-22","40_44",4135655,11932,59,224302,13276,11932,59,5.4,0.3,0.3
"3321","nation","England","E92000001","2021-01-22","45_49",4007808,14234,87,253975,15303,14234,87,6.3,0.4,0.4
"3322","nation","England","E92000001","2021-01-22","50_54",4231060,16365,84,296188,18697,16365,84,7,0.4,0.4
"3323","nation","England","E92000001","2021-01-22","55_59",4079586,17127,108,300753,19518,17127,108,7.4,0.4,0.4
"3324","nation","England","E92000001","2021-01-22","60_64",3451083,12590,43,224249,16290,12590,43,6.5,0.4,0.4
"3325","nation","England","E92000001","2021-01-22","65_69",2888878,5494,29,121843,14688,5494,29,4.2,0.2,0.2
"3326","nation","England","E92000001","2021-01-22","70_74",2867074,3808,18,274107,66860,3808,18,9.6,0.1,0.1
"3327","nation","England","E92000001","2021-01-22","75_79",2070353,7235,18,758086,149465,7235,18,36.6,0.3,0.3
"3328","nation","England","E92000001","2021-01-22","80_84",1427834,175233,25,1101025,58796,175233,25,77.1,12.3,12.3
"3329","nation","England","E92000001","2021-01-22","85_89",858022,107428,17,663453,31227,107428,17,77.3,12.5,12.5
"3330","nation","England","E92000001","2021-01-22","90+",474485,48019,8,336890,18291,48019,8,71,10.1,10.1
"3331","nation","England","E92000001","2021-01-21","18_24",5273255,4158,31,127727,9388,4158,31,2.4,0.1,0.1
"3332","nation","England","E92000001","2021-01-21","25_29",4474620,7056,61,168957,10250,7056,61,3.8,0.2,0.2
"3333","nation","England","E92000001","2021-01-21","30_34",4772251,9184,79,191913,11164,9184,79,4,0.2,0.2
"3334","nation","England","E92000001","2021-01-21","35_39",4525196,9934,71,194772,11516,9934,71,4.3,0.2,0.2
